name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,actual_price
Hyundai Creta,2023,282462,63386,LPG,Dealer,Manual,Third Owner,29.74,1291,180.43,250.62,5,384831.93089023465
Toyota Innova,2023,164489,10839,LPG,Dealer,Automatic,Second Owner,24.47,1339,118.76,322.88,7,204865.5973105319
Skoda Rapid,2009,531298,191193,Petrol,Trustmark Dealer,Automatic,Third Owner,28.22,2549,62.74,239.12,6,622509.9864355308
Tata Nexon,2005,918310,152351,LPG,Trustmark Dealer,Manual,Second Owner,19.79,2485,148.91,237.88,5,1031904.7020304124
Renault Duster,2017,1053924,87699,Electric,Trustmark Dealer,Manual,First Owner,29.03,2928,158.56,294.84,5,1304957.3092453587
Volkswagen Polo,2013,346299,144609,LPG,Individual,Manual,Second Owner,23.23,2473,109.17,114.71,6,427456.3158978029
Skoda Rapid,2010,703372,166679,LPG,Dealer,Automatic,Second Owner,24.1,1111,84.56,252.93,6,965787.9393097864
Skoda Rapid,2011,342484,157178,CNG,Dealer,Manual,Third Owner,28.75,1778,71.12,156.62,4,381375.8906225844
Maruti Swift,2005,392511,74428,Electric,Individual,Manual,Second Owner,11.63,2635,101.49,257.7,7,515627.3022217991
Toyota Innova,2007,739824,198979,Diesel,Individual,Manual,First Owner,21.58,1437,83.7,206.53,4,1015038.634199345
Volkswagen Polo,2017,916327,27446,Electric,Dealer,Manual,Third Owner,30.06,2447,191.64,285.27,6,1180282.200465985
Honda City,2012,583836,183330,Petrol,Individual,Manual,Second Owner,24.0,2451,146.21,124.02,5,807412.868067826
Skoda Rapid,2015,391925,157883,LPG,Dealer,Manual,Third Owner,11.71,2882,109.79,321.39,5,452859.57162387145
Mahindra XUV500,2015,1010744,68385,Diesel,Dealer,Automatic,First Owner,14.29,1346,82.29,134.45,7,1437146.6993326808
Maruti Baleno,2017,1338128,47658,Diesel,Individual,Automatic,First Owner,21.2,2246,120.95,170.26,7,1942714.413706582
Maruti Baleno,2020,970564,79905,Diesel,Dealer,Automatic,Fourth & Above Owner,26.82,1066,170.71,249.77,5,1221629.455462691
Skoda Rapid,2015,211066,133631,Petrol,Individual,Automatic,Fourth & Above Owner,20.98,2217,166.91,349.65,6,290766.7739279771
Maruti Swift,2019,703488,91448,Petrol,Trustmark Dealer,Automatic,Fourth & Above Owner,25.56,2536,180.31,251.49,5,883126.8555446124
Maruti Baleno,2020,1369179,42356,CNG,Trustmark Dealer,Manual,Second Owner,17.44,1504,97.41,212.25,4,1749577.6403298734
Honda City,2010,982182,104080,Electric,Dealer,Manual,Second Owner,14.13,2169,109.51,316.59,5,1361258.5832457654
Skoda Rapid,2007,572855,91479,Petrol,Trustmark Dealer,Manual,Second Owner,33.63,2130,112.99,251.52,5,752939.3398858224
Toyota Innova,2018,1001547,35929,Diesel,Dealer,Automatic,First Owner,19.51,1220,192.99,174.73,6,1234836.406832066
Skoda Rapid,2017,1118477,78082,Electric,Individual,Automatic,Second Owner,22.24,2950,150.07,331.87,5,1284728.1892417043
Mahindra XUV500,2010,271611,99179,CNG,Trustmark Dealer,Manual,Second Owner,14.08,2260,164.49,257.98,4,366431.0666001913
Volkswagen Polo,2014,634324,42546,Petrol,Trustmark Dealer,Automatic,Second Owner,16.12,1940,68.43,200.21,4,815020.6275123948
Hyundai Creta,2013,1180813,199540,Petrol,Trustmark Dealer,Automatic,Third Owner,12.36,2121,82.68,146.36,6,1737378.7084971883
Mahindra XUV500,2006,387300,37130,LPG,Dealer,Automatic,Fourth & Above Owner,19.31,2902,184.05,188.54,5,577772.8747258164
Renault Duster,2017,678138,51916,Diesel,Trustmark Dealer,Automatic,Fourth & Above Owner,20.03,2147,62.1,349.67,7,998494.349004206
Kia Seltos,2019,103908,84764,Diesel,Individual,Automatic,Third Owner,16.22,1005,161.95,286.09,7,145284.9863832022
Hyundai Creta,2005,725496,140518,Electric,Dealer,Manual,Fourth & Above Owner,16.9,1455,52.55,331.59,7,1058838.8720061246
Kia Seltos,2022,309941,52891,Diesel,Trustmark Dealer,Manual,Fourth & Above Owner,12.1,2454,102.02,251.26,4,386347.7950981102
Kia Seltos,2010,50000,170550,Diesel,Dealer,Automatic,First Owner,20.23,2675,75.6,319.39,6,73368.91150670176
Volkswagen Polo,2008,50000,179016,Electric,Individual,Automatic,Fourth & Above Owner,19.57,2824,96.29,267.21,7,62637.29558006969
Renault Duster,2023,1107420,117559,LPG,Individual,Manual,Third Owner,10.92,2897,182.41,220.73,4,1335402.9071317762
Renault Duster,2020,343384,19711,CNG,Dealer,Automatic,Second Owner,18.7,2935,72.77,155.62,4,407903.10194553103
Tata Nexon,2023,958646,123326,CNG,Individual,Automatic,Third Owner,21.01,2109,104.16,252.72,7,1078477.1851085017
Maruti Swift,2018,1328654,107079,LPG,Individual,Manual,Fourth & Above Owner,16.02,2933,125.06,210.66,5,1479706.0503716138
Maruti Baleno,2008,803733,16911,CNG,Dealer,Automatic,Second Owner,21.47,2315,72.68,170.9,7,1002804.6420851428
Hyundai i20,2012,997528,70852,Electric,Individual,Manual,Fourth & Above Owner,17.14,881,116.07,143.64,7,1157961.633151084
Volkswagen Polo,2020,224828,85162,Diesel,Dealer,Manual,Third Owner,28.28,2200,151.22,135.07,5,263060.2915250972
Skoda Rapid,2015,247541,149419,CNG,Individual,Manual,Fourth & Above Owner,14.13,1767,145.11,309.28,7,355755.2344673672
Hyundai Creta,2017,237157,66682,Petrol,Dealer,Automatic,First Owner,28.09,2763,77.56,199.02,4,287618.22166531626
Maruti Baleno,2011,70020,44067,Petrol,Individual,Manual,Fourth & Above Owner,28.39,2311,109.37,345.61,4,82061.34474913176
Maruti Swift,2023,288402,108798,Diesel,Trustmark Dealer,Automatic,First Owner,31.24,2311,91.56,204.9,4,342371.56329802936
Renault Duster,2019,1190060,12083,Diesel,Individual,Manual,Third Owner,20.15,1780,123.68,251.54,7,1510184.0913334158
Kia Seltos,2013,910633,111208,Diesel,Individual,Automatic,Third Owner,18.58,2758,80.05,113.94,5,1263962.9503786163
Maruti Swift,2009,959340,115516,LPG,Dealer,Manual,Second Owner,34.68,2291,199.07,297.09,5,1066768.0764501584
Kia Seltos,2022,931098,159547,LPG,Dealer,Automatic,Fourth & Above Owner,17.74,2765,118.62,101.63,7,1024279.1956662404
Kia Seltos,2005,354666,192936,LPG,Individual,Automatic,First Owner,17.09,1492,184.63,240.51,7,477192.682454254
Tata Nexon,2005,282037,67234,CNG,Trustmark Dealer,Automatic,Fourth & Above Owner,11.77,1407,172.6,320.82,7,336519.9294560524
Ford Ecosport,2005,369005,106270,Petrol,Individual,Manual,Third Owner,28.82,1211,120.39,180.79,4,458237.1666728632
Hyundai i20,2005,206785,121808,Petrol,Trustmark Dealer,Manual,Fourth & Above Owner,28.27,1986,56.59,146.93,4,257615.894899108
Kia Seltos,2013,1201686,187891,CNG,Trustmark Dealer,Automatic,Second Owner,18.77,1339,103.7,338.04,6,1345132.3149742458
Mahindra XUV500,2018,1118320,128187,CNG,Individual,Automatic,First Owner,15.44,2989,142.99,314.33,7,1575426.9628975426
Honda City,2006,370624,158681,Petrol,Individual,Automatic,Second Owner,17.5,1622,189.1,201.95,6,543916.0317226994
Hyundai i20,2006,680592,106241,LPG,Individual,Manual,Third Owner,23.83,1403,61.19,279.74,7,910596.2199798224
Volkswagen Polo,2010,370660,192793,Petrol,Individual,Manual,Third Owner,10.08,2315,182.64,286.44,7,481684.68943502544
Maruti Swift,2015,1196831,5960,Diesel,Trustmark Dealer,Manual,Second Owner,13.72,2325,83.71,234.18,5,1559007.8721843371
Honda City,2009,133185,109925,LPG,Individual,Manual,Fourth & Above Owner,33.29,2579,114.35,106.19,7,198187.22779662692
Hyundai Creta,2016,1005864,91708,CNG,Trustmark Dealer,Manual,Third Owner,29.45,1900,182.63,308.18,6,1177735.8821888857
Skoda Rapid,2016,272498,81188,LPG,Dealer,Manual,First Owner,31.5,2768,183.83,255.59,6,321740.36523876234
Volkswagen Polo,2021,1383594,112908,Diesel,Individual,Automatic,First Owner,32.02,1964,93.28,220.95,4,1758029.1883253898
Ford Ecosport,2016,385823,159119,Electric,Individual,Manual,Second Owner,16.35,1219,155.08,273.89,4,479573.2049541748
Tata Nexon,2014,50000,28083,Diesel,Trustmark Dealer,Manual,First Owner,19.24,2514,80.34,180.5,5,66031.15309320172
Toyota Innova,2019,234159,26194,Petrol,Dealer,Automatic,Third Owner,20.59,1584,138.72,271.71,6,327306.1146060436
Renault Duster,2006,50000,129413,CNG,Dealer,Automatic,Third Owner,20.36,1326,100.25,297.05,5,62624.45979205775
Honda City,2020,1016673,111359,Electric,Individual,Automatic,Third Owner,14.96,2898,188.49,190.48,7,1226666.1844228553
Hyundai i20,2009,927041,170061,CNG,Individual,Manual,Third Owner,17.73,1694,135.37,172.42,5,1023715.7591319124
Tata Nexon,2022,207625,56910,LPG,Trustmark Dealer,Manual,Fourth & Above Owner,18.42,829,91.36,314.22,6,311054.0706252253
Kia Seltos,2022,994768,53014,Diesel,Trustmark Dealer,Manual,Third Owner,19.25,2168,180.55,267.59,7,1476860.846082447
Skoda Rapid,2009,434549,192926,Electric,Dealer,Manual,Second Owner,24.06,1668,186.02,223.52,4,594493.6812149131
Renault Duster,2008,701915,27342,Diesel,Dealer,Manual,Third Owner,12.69,957,199.06,309.28,4,968437.092683468
Ford Ecosport,2011,835795,170917,Diesel,Dealer,Automatic,Third Owner,19.99,1253,181.31,140.99,7,1248054.6840535614
Maruti Baleno,2007,742688,142479,Diesel,Individual,Manual,Fourth & Above Owner,28.27,1433,185.83,183.8,7,960589.1986467516
Hyundai i20,2005,50000,184930,Electric,Trustmark Dealer,Manual,Second Owner,30.3,2638,134.23,323.05,7,62274.8407179116
Skoda Rapid,2020,1201478,115994,LPG,Dealer,Manual,Third Owner,23.81,994,174.02,282.29,4,1750768.1127732743
Hyundai i20,2014,1118851,66575,CNG,Dealer,Automatic,Second Owner,14.94,1216,166.14,235.77,4,1642887.6646481291
Volkswagen Polo,2006,50000,166923,Diesel,Trustmark Dealer,Manual,Second Owner,17.92,1661,146.43,143.37,4,73144.27912850535
Hyundai i20,2019,401301,55823,Diesel,Individual,Manual,Third Owner,19.21,1031,101.68,92.61,7,456622.3922151755
Renault Duster,2023,516350,95842,Diesel,Dealer,Automatic,Third Owner,21.87,1952,124.05,100.62,7,680651.577767356
Ford Ecosport,2005,757404,30658,Diesel,Dealer,Manual,Third Owner,24.64,813,189.49,190.78,5,1023389.809461951
Honda City,2006,756056,182494,CNG,Dealer,Manual,Second Owner,10.21,955,173.24,144.32,5,1004059.628723882
Tata Nexon,2012,956960,20220,Petrol,Individual,Manual,Third Owner,13.79,2761,94.87,234.73,6,1156746.107906503
Tata Nexon,2006,50000,127628,LPG,Individual,Automatic,Fourth & Above Owner,25.17,2193,161.21,161.4,5,66881.53514066637
Tata Nexon,2022,1056971,103666,Electric,Individual,Automatic,First Owner,28.69,2478,57.18,317.02,4,1205834.4348635972
Renault Duster,2017,910092,52049,Petrol,Trustmark Dealer,Manual,First Owner,34.86,2525,78.26,208.48,7,1077021.6313619192
Hyundai Creta,2019,625478,144706,Petrol,Trustmark Dealer,Manual,Fourth & Above Owner,14.5,1008,74.7,182.24,6,791940.9856969734
Skoda Rapid,2020,823917,99725,Electric,Individual,Manual,Second Owner,11.9,2061,149.91,108.93,7,977553.8974145164
Hyundai i20,2021,1320951,72497,Petrol,Dealer,Manual,First Owner,32.1,1811,160.26,273.89,5,1781176.8881283524
Hyundai Creta,2006,50000,61490,Petrol,Trustmark Dealer,Manual,First Owner,20.62,1109,82.08,206.89,6,72223.8164267857
Ford Ecosport,2019,807020,45861,Electric,Dealer,Automatic,First Owner,17.87,1098,147.8,161.03,4,945423.748369599
Volkswagen Polo,2009,50000,185627,LPG,Trustmark Dealer,Automatic,Second Owner,11.07,1086,131.88,331.46,4,61125.23694545152
Renault Duster,2012,50000,83389,CNG,Dealer,Manual,Fourth & Above Owner,29.38,1275,174.59,329.3,6,58209.65054034124
Mahindra XUV500,2009,717291,50025,Diesel,Individual,Automatic,Fourth & Above Owner,19.66,2789,65.18,141.14,4,961138.3110288116
Renault Duster,2008,447145,44267,Electric,Trustmark Dealer,Automatic,Second Owner,24.32,1038,59.42,158.56,4,593472.4316967585
Toyota Innova,2009,970992,147316,CNG,Individual,Manual,Third Owner,34.58,2128,88.3,241.75,6,1077639.2341224018
Mahindra XUV500,2021,1394227,47326,Petrol,Trustmark Dealer,Automatic,Second Owner,31.33,1219,135.68,237.92,7,2083963.0213219724
Hyundai Creta,2012,209514,135994,Petrol,Dealer,Automatic,Second Owner,23.22,2705,84.42,134.86,7,257437.6288945784
Kia Seltos,2023,1378982,180799,Diesel,Individual,Manual,First Owner,33.98,1979,110.04,183.28,4,1674801.9403259584
Toyota Innova,2007,1114671,134404,Electric,Individual,Automatic,Third Owner,26.83,868,97.16,208.7,4,1412476.684235895
Hyundai Creta,2023,907041,24974,Petrol,Dealer,Automatic,First Owner,33.01,2090,184.16,92.34,4,1258567.4855940666
Hyundai i20,2022,966414,104760,LPG,Individual,Automatic,Fourth & Above Owner,23.25,1506,90.54,92.81,6,1221649.1169910978
Kia Seltos,2008,1110573,14302,Petrol,Trustmark Dealer,Automatic,Second Owner,29.68,2914,51.57,189.75,4,1298071.7668061084
Kia Seltos,2011,494556,192070,CNG,Trustmark Dealer,Manual,Second Owner,16.45,1774,60.64,216.19,5,684093.6565272665
Skoda Rapid,2010,60678,138603,Electric,Trustmark Dealer,Manual,First Owner,19.64,1073,140.15,296.65,7,78109.18060176834
Volkswagen Polo,2016,1058907,177256,LPG,Trustmark Dealer,Manual,Fourth & Above Owner,29.03,1834,115.19,190.0,6,1444281.804948966
Honda City,2020,1164288,103179,CNG,Dealer,Automatic,First Owner,10.93,2304,53.23,231.28,6,1451212.634244217
Mahindra XUV500,2011,925445,34477,CNG,Trustmark Dealer,Automatic,First Owner,29.13,963,60.28,124.46,5,1023794.0373998476
Volkswagen Polo,2017,153372,81518,Petrol,Dealer,Manual,Third Owner,28.89,1289,70.81,204.78,4,202524.4777798817
Renault Duster,2018,1020808,59316,Petrol,Individual,Automatic,Third Owner,13.95,1204,113.61,319.07,6,1139306.6696852508
Toyota Innova,2014,578016,195230,CNG,Trustmark Dealer,Manual,First Owner,10.23,2441,74.22,140.54,7,740849.8761601081
Ford Ecosport,2020,1133322,56287,LPG,Individual,Manual,First Owner,34.98,2460,140.19,127.35,5,1340468.3198245915
Maruti Swift,2011,831270,115105,Petrol,Individual,Manual,Second Owner,10.9,2759,151.52,144.5,4,1093790.0878393
Kia Seltos,2008,428447,176193,Diesel,Individual,Automatic,Second Owner,34.76,2269,52.46,276.04,5,559823.5328013297
Mahindra XUV500,2011,875047,153255,Electric,Dealer,Automatic,Fourth & Above Owner,20.22,2708,106.4,171.68,4,1054554.2438572058
Kia Seltos,2021,1324990,167521,Petrol,Dealer,Automatic,Fourth & Above Owner,15.72,1070,78.84,204.72,5,1665312.0716174273
Ford Ecosport,2011,207609,100489,Electric,Trustmark Dealer,Manual,Third Owner,17.35,2807,121.4,112.96,7,240693.6164513397
Renault Duster,2014,956095,32772,Diesel,Individual,Manual,Second Owner,28.19,1530,172.28,165.37,7,1323599.601057795
Toyota Innova,2009,143696,128769,Diesel,Trustmark Dealer,Manual,Fourth & Above Owner,19.14,2805,76.01,210.85,6,168945.83182654902
Mahindra XUV500,2020,480199,115480,Petrol,Dealer,Manual,Fourth & Above Owner,11.92,2740,163.04,103.03,5,680732.526179594
Volkswagen Polo,2013,50000,89783,LPG,Trustmark Dealer,Automatic,Second Owner,34.49,2130,183.44,292.21,4,65539.2271871558
Mahindra XUV500,2014,468741,42003,LPG,Individual,Manual,Second Owner,23.07,1037,175.86,315.96,7,572005.0440079867
Renault Duster,2020,1181859,78725,Electric,Individual,Manual,Third Owner,26.68,846,149.14,197.66,6,1398303.6686031718
Ford Ecosport,2005,50000,180449,Petrol,Dealer,Automatic,Third Owner,13.0,2607,162.37,214.47,6,73442.6776049694
Tata Nexon,2013,494057,31766,LPG,Dealer,Manual,First Owner,29.04,1745,92.27,303.67,4,684541.6009588408
Volkswagen Polo,2005,50000,47373,Diesel,Individual,Manual,Third Owner,15.81,2142,138.42,323.72,6,62577.06184190048
Hyundai i20,2011,1172471,30509,Diesel,Trustmark Dealer,Manual,Second Owner,10.71,1446,143.07,259.08,6,1340039.5264297093
Ford Ecosport,2009,50000,107569,Diesel,Dealer,Manual,Fourth & Above Owner,26.43,997,133.05,90.19,5,74817.88480138865
Maruti Baleno,2023,1141446,114309,Petrol,Trustmark Dealer,Manual,Fourth & Above Owner,27.37,1980,131.63,298.22,5,1518978.3746774103
Toyota Innova,2006,50000,85437,Electric,Trustmark Dealer,Manual,First Owner,12.13,2537,137.48,283.35,7,63678.24090527786
Tata Nexon,2013,743061,91084,Diesel,Trustmark Dealer,Manual,Second Owner,12.58,1959,100.97,192.27,5,1082915.899562968
Tata Nexon,2020,369823,130076,Electric,Individual,Automatic,Fourth & Above Owner,26.73,1468,196.53,126.54,7,505875.9553320173
Renault Duster,2010,259321,156490,CNG,Individual,Automatic,Second Owner,12.5,1177,145.25,144.65,6,293341.46915242705
Hyundai Creta,2019,980963,44650,Petrol,Dealer,Manual,Fourth & Above Owner,15.19,2777,163.74,150.35,4,1410340.4370525847
Toyota Innova,2009,834177,42199,Petrol,Individual,Automatic,Third Owner,33.23,1380,108.76,306.57,7,1174182.4440865235
Skoda Rapid,2011,670810,161976,Diesel,Individual,Automatic,Third Owner,22.71,1091,96.6,336.01,6,964974.8708885788
Kia Seltos,2005,194833,194383,LPG,Individual,Automatic,Fourth & Above Owner,31.11,1603,188.84,238.84,5,225091.25930456148
Kia Seltos,2007,596056,63889,Diesel,Trustmark Dealer,Manual,First Owner,28.08,1945,170.86,174.44,6,878682.4599738602
Maruti Swift,2006,449154,51252,LPG,Individual,Automatic,First Owner,28.32,1072,76.89,186.69,7,555964.1238438543
Mahindra XUV500,2020,108497,43716,Petrol,Individual,Automatic,Fourth & Above Owner,12.96,2641,100.22,234.96,6,147102.30107291602
Mahindra XUV500,2010,56047,28687,Electric,Trustmark Dealer,Automatic,Second Owner,22.63,992,168.63,179.5,5,79108.37207959661
Volkswagen Polo,2010,101868,30490,Electric,Trustmark Dealer,Manual,Fourth & Above Owner,12.64,2977,123.55,165.38,4,112316.18527213446
Kia Seltos,2021,114304,151149,Diesel,Dealer,Automatic,Fourth & Above Owner,14.18,883,124.22,270.57,4,157169.2350008681
Ford Ecosport,2012,1207223,110878,Electric,Trustmark Dealer,Automatic,Fourth & Above Owner,30.27,2235,124.48,102.15,6,1529799.920164185
Skoda Rapid,2008,659275,43304,Diesel,Individual,Manual,First Owner,25.36,2963,143.2,187.62,5,852403.3552418557
Hyundai i20,2005,50000,123448,Petrol,Individual,Automatic,Third Owner,18.95,1113,57.87,156.17,4,67627.23235355619
Tata Nexon,2007,50000,114368,LPG,Individual,Manual,Second Owner,10.8,2637,72.74,213.98,6,67505.44880533328
Ford Ecosport,2005,50000,26139,LPG,Dealer,Automatic,Third Owner,25.71,1673,113.97,247.4,5,72697.22151646829
Mahindra XUV500,2009,50000,51575,LPG,Dealer,Automatic,Third Owner,25.13,2699,124.57,113.79,5,66480.54906100848
Hyundai Creta,2011,148799,51811,Diesel,Trustmark Dealer,Manual,First Owner,24.95,2556,120.78,162.17,4,221767.72180129617
Toyota Innova,2020,880830,127463,Diesel,Trustmark Dealer,Automatic,Fourth & Above Owner,20.52,1632,160.6,323.67,7,1312129.2775164717
Volkswagen Polo,2017,1300947,163688,LPG,Dealer,Manual,Second Owner,13.22,2921,96.09,151.4,4,1771018.3453176378
Ford Ecosport,2020,640604,67139,LPG,Dealer,Manual,Fourth & Above Owner,32.87,829,166.28,285.64,4,936331.1241836548
Ford Ecosport,2007,966003,190764,Diesel,Trustmark Dealer,Automatic,Fourth & Above Owner,10.62,1436,189.13,219.29,6,1258856.141625031
Hyundai i20,2018,412099,104688,CNG,Trustmark Dealer,Manual,Fourth & Above Owner,19.38,2564,183.26,205.47,4,476089.140757906
Kia Seltos,2013,895937,109401,LPG,Individual,Automatic,First Owner,25.89,1064,115.93,289.28,4,1326321.4799291878
Ford Ecosport,2005,794712,155583,Electric,Trustmark Dealer,Manual,Third Owner,34.88,1154,68.92,268.11,7,876111.8153005015
Renault Duster,2012,354518,20133,Petrol,Trustmark Dealer,Manual,Third Owner,28.61,843,145.89,272.12,4,446740.8930982047
Hyundai Creta,2014,876675,88261,Diesel,Trustmark Dealer,Automatic,First Owner,20.86,2117,174.79,137.76,5,1298250.79200025
Tata Nexon,2015,219374,175528,Electric,Individual,Automatic,First Owner,18.78,1813,88.35,197.43,6,258649.4122869415
Hyundai i20,2012,383027,170724,Diesel,Trustmark Dealer,Manual,First Owner,25.37,2720,167.69,108.29,7,467418.7463465825
Renault Duster,2007,326487,91460,Electric,Trustmark Dealer,Automatic,First Owner,21.64,2401,146.82,290.7,5,421404.8449225892
Toyota Innova,2015,50000,162502,Petrol,Trustmark Dealer,Manual,First Owner,13.18,2441,64.37,226.69,5,57612.88702245355
Renault Duster,2016,773697,161567,Diesel,Trustmark Dealer,Automatic,Third Owner,28.7,2071,96.34,112.5,6,922361.8270088524
Hyundai i20,2018,836379,146514,LPG,Dealer,Manual,Fourth & Above Owner,24.82,2488,182.32,228.33,6,1057109.605445878
Hyundai Creta,2022,1324729,82987,Diesel,Trustmark Dealer,Manual,Third Owner,15.23,2965,183.45,282.69,6,1747738.191688395
Kia Seltos,2005,538935,176361,Diesel,Individual,Manual,Fourth & Above Owner,21.98,865,76.48,232.93,6,598042.2037883595
Maruti Swift,2020,1325884,131788,Petrol,Dealer,Automatic,First Owner,22.45,2497,129.12,101.35,4,1717410.386949114
Hyundai Creta,2021,1021229,62658,Petrol,Individual,Manual,Second Owner,27.05,1198,175.9,164.41,6,1163901.2146685852
Skoda Rapid,2021,259720,53540,LPG,Trustmark Dealer,Manual,Third Owner,31.37,2501,76.31,173.54,6,351430.252276445
Hyundai i20,2012,1229934,138157,Diesel,Individual,Manual,Fourth & Above Owner,17.1,1012,115.76,197.77,4,1764080.6850719424
Kia Seltos,2014,907190,123380,Electric,Individual,Automatic,Second Owner,34.08,1827,150.06,340.67,5,1218140.049746369
Volkswagen Polo,2005,170511,163129,Electric,Trustmark Dealer,Automatic,Second Owner,16.78,2753,108.7,133.13,5,197157.65709053905
Maruti Swift,2013,288350,122035,Electric,Dealer,Automatic,Fourth & Above Owner,19.16,1556,66.11,241.69,6,360852.1925401222
Hyundai i20,2007,50000,186743,Diesel,Dealer,Manual,Third Owner,16.82,1960,130.69,282.74,7,71790.97815842478
Maruti Swift,2009,575746,198307,CNG,Individual,Manual,Third Owner,21.43,1453,136.43,257.51,4,804906.7499621705
Maruti Baleno,2007,314644,100759,CNG,Trustmark Dealer,Manual,Second Owner,28.14,1471,158.33,308.56,7,439411.7191185342
Hyundai Creta,2007,542161,122308,Diesel,Dealer,Manual,Fourth & Above Owner,16.74,1465,170.67,257.05,5,606552.9237010559
Skoda Rapid,2008,1048677,10593,LPG,Individual,Automatic,Third Owner,27.77,1331,52.78,206.19,7,1400615.5742187856
Volkswagen Polo,2013,272026,60986,CNG,Trustmark Dealer,Manual,Third Owner,18.7,2212,140.29,173.14,7,362762.2234388343
Hyundai Creta,2007,756330,80987,Electric,Individual,Automatic,Second Owner,34.87,1408,198.7,346.34,7,912585.9712643815
Skoda Rapid,2016,388731,134337,Petrol,Individual,Automatic,Fourth & Above Owner,16.61,1061,139.36,299.23,4,508800.5565070756
Honda City,2016,1172431,74619,CNG,Dealer,Manual,Second Owner,18.95,1880,171.35,348.33,6,1382100.9392576453
Kia Seltos,2006,50000,62933,Petrol,Trustmark Dealer,Automatic,Third Owner,11.7,2734,81.33,99.66,6,61944.82228805066
Tata Nexon,2005,50000,77992,LPG,Trustmark Dealer,Manual,Second Owner,25.03,1510,68.63,165.98,6,56473.8267132891
Honda City,2020,542441,45878,Diesel,Trustmark Dealer,Automatic,Third Owner,21.65,907,96.34,236.9,5,680616.0265079081
Maruti Baleno,2010,863200,34281,Petrol,Individual,Automatic,Third Owner,27.54,2336,143.48,277.79,7,1239362.7556355505
Tata Nexon,2010,852499,158462,LPG,Individual,Manual,First Owner,32.97,859,83.9,216.81,7,1138795.1663847847
Hyundai i20,2005,474021,41305,Diesel,Individual,Manual,First Owner,24.15,1161,69.35,91.33,6,688908.5762940047
Maruti Swift,2009,336851,90835,Petrol,Trustmark Dealer,Automatic,Third Owner,23.73,2668,147.55,241.53,5,389727.47842628666
Tata Nexon,2020,261974,129956,Electric,Trustmark Dealer,Manual,Third Owner,22.44,2115,133.92,264.72,6,381108.3151676994
Toyota Innova,2023,261852,72204,Diesel,Trustmark Dealer,Automatic,First Owner,25.8,1143,150.28,263.2,5,304019.2054668509
Ford Ecosport,2023,620481,57000,CNG,Trustmark Dealer,Automatic,Third Owner,33.77,2389,88.32,221.83,7,742503.0346491102
Tata Nexon,2007,230433,16609,CNG,Individual,Manual,Fourth & Above Owner,34.91,1252,162.09,220.85,4,298956.6090261143
Maruti Baleno,2018,382445,23848,Electric,Individual,Manual,Third Owner,30.3,984,132.15,198.16,4,464608.5528588463
Renault Duster,2010,50000,52623,LPG,Individual,Manual,Second Owner,18.16,1613,142.12,242.06,6,63173.49994143182
Volkswagen Polo,2011,50000,46080,Petrol,Dealer,Manual,Fourth & Above Owner,17.88,2366,88.14,91.78,4,67460.9397000019
Hyundai Creta,2007,473648,71242,Electric,Dealer,Automatic,Third Owner,30.14,2575,99.83,152.53,7,708427.0587356023
Toyota Innova,2014,746431,33045,Diesel,Trustmark Dealer,Automatic,Third Owner,34.19,2607,198.74,157.43,6,1039909.0009096118
Hyundai Creta,2016,1022195,28040,CNG,Dealer,Manual,Fourth & Above Owner,25.98,1366,133.45,120.75,5,1327324.943813994
Hyundai i20,2016,432492,177547,Diesel,Dealer,Automatic,First Owner,24.19,1924,120.84,161.36,5,491419.2192933078
Volkswagen Polo,2018,378919,166185,LPG,Trustmark Dealer,Automatic,First Owner,11.8,814,94.78,95.28,5,456928.68858409615
Tata Nexon,2006,966556,117869,Electric,Dealer,Automatic,Fourth & Above Owner,13.86,1922,182.06,176.59,4,1395245.9591995713
Hyundai Creta,2006,632849,98023,Electric,Trustmark Dealer,Manual,Fourth & Above Owner,22.41,1050,152.36,203.29,6,915063.570193302
Ford Ecosport,2018,1361079,91857,Electric,Individual,Automatic,Third Owner,27.54,1228,138.55,338.78,7,1569735.621859659
Hyundai i20,2010,708529,146332,Petrol,Dealer,Manual,Second Owner,23.79,947,68.88,154.09,4,965440.8033960168
Hyundai i20,2012,1179597,64538,Diesel,Trustmark Dealer,Automatic,First Owner,27.13,2403,172.99,237.82,6,1494230.296642705
Skoda Rapid,2008,620677,47909,Electric,Dealer,Manual,Second Owner,29.09,2224,69.96,325.77,4,896470.0263769191
Maruti Baleno,2013,234734,189994,Diesel,Trustmark Dealer,Manual,Third Owner,18.31,1160,62.77,91.22,4,331791.81947096053
Tata Nexon,2006,955464,126212,Petrol,Dealer,Manual,Second Owner,27.59,1365,198.87,165.22,5,1391459.1384712695
Hyundai Creta,2006,813845,117529,Diesel,Dealer,Manual,Second Owner,29.34,1805,56.75,97.53,4,1214152.4378681674
Volkswagen Polo,2017,1124706,75516,Electric,Individual,Manual,First Owner,33.1,1112,84.63,169.85,7,1366038.2086540405
Toyota Innova,2007,700592,158578,CNG,Trustmark Dealer,Manual,Fourth & Above Owner,15.58,855,131.01,323.38,7,1019865.3955632752
Mahindra XUV500,2011,50000,35349,Diesel,Trustmark Dealer,Manual,Second Owner,17.27,2868,100.91,283.08,6,60566.88763573049
